word,phoneme,en_short,vi,hint_level
wristband,,a band worn above the hand,腕带,1
wristwatch,/ˈɹɪstˌwɑtʃ/,a clock worn on the arm,手表,1
writ,/ˈɹɪt/,an order issued by a court,令状,3
wrongdoer,/ˈɹɔŋˈduɝ/,one who does illegal things,不法行为者,1
wrongdoing,/ˈɹɔŋduɪŋ/,behavior that is wrong,不当行为,1
wuss,/ˈwəs/,a weak person,胆小鬼,2
X chromosome,,a part of a cell,X染色体,1
xenon,/ˈzinɑn/,a chemical element,氙,1
xenophobia,/ˌzɛnəˈfoʊbiə/,fear of strangers,仇外心理,1
Xmas,,Christmas,圣诞节,1
xylem,,hard plant tissue,木质部,1
xylophone,/ˈzaɪɫəˌfoʊn/,a type of musical instrument,木琴,1
Y chromosome,,part of a cell that contains genes,Y染色体,1
yacht,/ˈjɑt/,large boats used for racing,游艇,4
yachting,/ˈjɑtɪŋ/,activity of sailing,游艇,1
yachtsman,/ˈjɑtsmən/,one who sails a big boat,帆船手,1
yachtswoman,,woman who sails a yacht,游艇女,1
yahoo,/ˈjɑˌhu/,used to express excitement,雅虎,2
Yahweh,/ˈjɑˌwɛ/,a name for God,耶和华,1
yak,/ˈjæk/,to talk in loud way for long,牦牛,2
yam,/ˈjæm/,a long thick root people eat,薯,2
yang,/ˈjæŋ/,a bright and positive force,阳,2
yank,/ˈjæŋk/,to quickly remove,猛拉,2
Yank,/ˈjæŋk/,a person from the US,扬克,1
Yankee,/ˈjæŋki/,a person from England,洋基队,1
yap,/ˈjæp/,a dog's high quick sound,雅普,2
yardage,/ˈjɑɹdɪdʒ/,a measured amount,码数,1
yarder,/ˈjɑɹdɝ/,thing that is a specific length,码垛机,1
yardstick,/ˈjɑɹdˌstɪk/,rule about what is acceptable,尺度,2
yarmulke,"/ˈjɑɹˌməɫkə/, /ˈjɑɹməkə/",a cap worn by Jewish men,圆顶小帽,1
yarn,/ˈjɑɹn/,story that is hard to believe,纱,3
yaw,/ˈjɔ/,unwanted left or right motion,偏航,2
yawn,/ˈjɔn/,to be deep or large,打哈欠,4
yawner,/ˈjɔnɝ/,one whose mouth opens widely,打哈欠,1
yaws,,a medical condition,雅司病,1
yea,/ˈjeɪ/,a yes vote,是的,2
yearbook,/ˈjɪɹˌbʊk/,a book made each year,年鉴,2
yearling,"/ˈjɝɫɪŋ/, /ˈjɪɫɪŋ/",a young animal,一岁鸽,1
yearning,/ˈjɝnɪŋ/,strong desire or need,向往,4
yeast,/ˈjist/,a substance used in cooking,酵母,3
yell,/ˈjɛɫ/,to make a sudden loud cry,叫喊,4
yelling,/ˈjɛɫɪŋ/,making a loud cry,大喊大叫,3
yelping,/ˈjɛɫpɪŋ/,a sharp high pitched cry,叫喊,1
yen,/ˈjɛn/,a strong desire for something,日元,3
yeoman,/ˈjoʊmən/,an officer in the military,自耕农,1
yeshiva,/jɪˈʃivə/,a Jewish religious school,犹太学院,1
yesteryear,/ˈjɛstɝˌjɪɹ/,the time that has passed,去年,1
yeti,/ˈjɛti/,a type of imaginary creature,雪人,2
yew,/ˈju/,a type of tree,红豆杉,1
Yiddish,/ˈjɪdɪʃ/,a language derived from German,意第绪语,1
yin,/ˈjɪn/,one of two forces,阴,2
yob,,a loud young man,哟哟,1
yodel,/ˈjoʊdəɫ/,a type of song or shout,约德尔语,2
yoga,/ˈjoʊɡə/,a system of exercises,瑜伽,4
yogi,/ˈjoʊɡi/,one who does certain exercises,瑜伽行者,2
yogurt,/ˈjoʊɡɝt/,a type of food made with milk,酸奶,2
yoke,/ˈjoʊk/,a thing that causes unfair treatment,轭,2
yokel,/ˈjoʊkɛɫ/,one living in a small town,乡巴佬,2
yolk,/ˈjoʊk/,the yellow part of an egg,蛋黄,2
Yom Kippur,,a Jewish holiday,赎罪日,1
youngster,/ˈjəŋstɝ/,a young person,青少年,4
yuan,/juˈɑn/,a Chinese coin,元,2
yucca,/ˈjəkə/,a type of plant,丝兰,1
Yule,/ˈjuɫ/,a Christian holiday,圣诞,1
yule log,,a log burnt on Christmas Eve,圣诞日志,1
Yuletide,/ˈjuɫˌtaɪd/,the Christmas season,圣诞节,1
yuppie,/ˈjəpi/,a young urban professional,雅皮士,2
zapper,,a device that can kill insects,电击器,1
zeal,/ˈziɫ/,a passion to do a thing,热情,4
zealot,"/ˈzɛɫət/, /ˈziɫət/",one with extreme ideas,狂热者,1
zebra,/ˈzibɹə/,a type of African animal,斑马,2
zed,/ˈzɛd/,the letter z,泽德,2
zee,/ˈzi/,the letter z,泽,2
zeitgeist,/ˈtsaɪtˌɡaɪst/,the ideas of a time and place,时代精神,1
Zen,/ˈzɛn/,a Japanese form of Buddhism,禅,1
zenith,"/ˈzinəθ/, /ˈzinɪθ/",the strongest period of time,天顶,1
zephyr,/ˈzɛfɝ/,a very slight or gentle wind,和风,2
zeppelin,/ˈzɛpɪɫɪn/,a large aircraft without wings,齐柏林飞艇,2
zest,/ˈzɛst/,quality that increases energy,热情,2
zigzag,/ˈzɪɡzæɡ/,to move along an angled path,之字形,4
zilch,/ˈzɪɫtʃ/,nothing at all,齐尔奇,1
zillion,/ˈzɪɫjən/,a very large number,无数,2
zinc,/ˈzɪŋk/,a kind of metal,锌,3
zing,/ˈzɪŋ/,a quality of being exciting,津,2
zinger,/ˈzɪŋɝ/,a quick and smart comment,辛格,1
zinnia,/ˈzɪniə/,a plant with bright flowers,百日草,1
Zionism,/ˈzaɪəˌnɪzəm/,support for a Jewish homeland,犹太复国主义,1
zip,/ˈzɪp/,to move or act very quickly,压缩,4
zipper,/ˈzɪpɝ/,a device to open or close bags,拉链,4
zippo,/ˈzɪpoʊ/,nothing at all,之宝,1
zit,,a red spot on the skin,青春痘,2
zither,/ˈzɪðɝ/,a type of musical instrument,筝,1
zloty,/ˈzɫɔti/,a unit of money,兹罗提,1
zombie,/ˈzɑmbi/,dead body brought back to life,僵尸,2
zone,/ˈzoʊn/,an area used for a purpose,区,5
zoning,/ˈzoʊnɪŋ/,a system of rules for building,分区,2
zoo,/ˈzu/,a place where animals are kept,动物园,4
zoology,/zoʊˈɑɫədʒi/,the study of animals,动物学,4
zoom,/ˈzum/,part for changing image size,飞涨,4
Zoroastrianism,,a type of religion,拜火教,1
zucchini,/zuˈkini/,a type of dark green vegetable,夏南瓜,1
Zulu,/ˈzuˌɫu/,a member of a group of people,祖鲁语,1
zwieback,,a dry and hard bread,兹维巴克,1
zydeco,/ˈzaɪdəˌkoʊ/,a type of music,济德科,1
zygote,/ˈzaɪɡoʊt/,a type of cell,受精卵,1
ablate,/ˌəˈbɫeɪt/,to remove a body part,消融,1
abnegate,,to deny,舍弃,1
aby,,to make up for,阿比,1
accrete,,to grow,共生的,1
acculturate,,to become part of a culture,适应,1
accurse,,to declare to be evil,诅咒,1
acetylate,,an organic chemistry term,乙酰化,1
acidulate,,to make not sweet,酸化,1
actualize,/ˈækˌtʃuəˌɫaɪz/,to describe in a real way,实现,1
admeasure,,to determine the amount,调整,1
administrate,/ædˈmɪnɪˌstɹeɪt/,to be in charge of,管理,4
adulate,/ˈædʒəˌɫeɪt/,to try to please with praise,谄媚,1
adumbrate,,to give the main points,预示,1
advertize,,to try to sell,做广告,1
afforest,,to make a group of trees,绿化,1
agglutinate,/əˈɡɫutɪˌneɪt/,stuck together,粘合,1
aggress,/əˈɡɹɛs/,to attack,侵略,1
aggrieve,/əˈɡɹiv/,to not respect the rights of,侵害,1
alchemize,,to alter with an old science,炼金术,1
aline,/əˈɫaɪn/,to place in a line,艾琳,1
allegorise,,to make into a symbol or story,寓言,1
allegorize,,to make into a story,寓言化,1
amerce,,discipline by fine,罚款,1
analogize,,to make a comparison,类推,1
anastomose,,to come together,吻合术,1
anathematise,,to declare to be evil,咒骂,1
anathematize,,to declare to be evil,诅,1
anatomise,,to open in order to analyze,解剖,1
anatomize,,to cut open to analyze,解剖,1
anesthetise,,to give drugs to,麻醉,1
angulate,/ˈæŋɡjuˌɫeɪt/,having a shape with lines,有角的,1
animadvert,,to express blame,动画广告,1
animalize,,to represent in an animal form,动物化,1
ankylose,,to join bones,强直,1
annunciate,,to hint as to what will happen,宣告,1
anodise,,to coat with a chemical,阳极氧化,1
anodize,,to coat a metal,阳极氧化,1
anthologize,,to include in a book,编选,1
anthropomorphize,,to give human features,人格化,1
antiquate,/ˈæntəˌkweɪt/,to give an old appearance to,废弃,1
apostrophise,,use a mark in writing,撇号,1
apostrophize,,a mark to give clear meaning,撇号,1
apotheosise,,to honor or praise,神化,1
apotheosize,,to give the rank of a god,神化,1
apperceive,,to see in terms of the past,知觉,1
appose,,to place nearby,反对,1
archaize,,to give an old appearance to,仿古,1
argufy,,to have a disagreement,争论,1
armour,/ˈɑɹmɝ/,to provide with metal covering,盔甲,3
asperse,,to attack one's reputation,散布,1
asseverate,,to state in a clear way,断言,1
assort,/əˈsɔɹt/,arrange by classes,配合,1
astringe,,to draw together,涩味,1
atomize,,to apply liquid in tiny drops,雾化,1
attaint,,to sentence without a trial,破坏,1
attitudinize,,to act certain ways,态度化,1
auscultate,,to listen to body sounds,听诊,1
auspicate,,to indicate,吉祥,1
automatize,,to control with a machine,自动化,1
aviate,,to operate a plane,航空,1
avouch,,to admit openly,断言,1
avulse,,to separate,撕扯,1
bach,/ˈbɑk/,to live as a man not married,巴赫,2
backslap,/ˈbækˌsɫæp/,display more goodwill,拍背,1
badmouth,,to speak bad about someone,坏话,1
barbarise,,to make wild,野蛮人,1
barbarize,,to make wild,野蛮化,1
barde,,to put a fancy covering on,巴德,1
barricado,,to block,路障,1
bate,/ˈbeɪt/,to moderate,贝特,1
becharm,,to control by magic spells,迷人,1
bedaze,,to be overcome with surprise,惊奇,1
bedew,,to cover with drops of water,露水,1
bedight,,to make more beautiful,睡前,1
bedim,,to make unclear,贝丁,1
bedraggle,/bɪˈdɹæɡəɫ/,to make wet and dirty,肮脏的,1
befool,,to make a fool of,愚弄,1
befuddle,/bɪˈfədəɫ/,to be confusing,醉人,1
begild,,to make fancy with gold,贝吉尔德,1
begrime,,to make dirty,贝格里梅,1
bejewel,,decorate with precious stones,宝石,1
bemire,,to make dirty,贝米尔,1
benefact,,to help with money,恩人,1
benight,/biˈnaɪt/,to cover with darkness,夜间,1
bereave,/bɝˈiv/,taken away by death,失去亲人,1
beseem,,accord with,恳求,1
besmear,,to spread,涂,1
besot,,to make stupid,贝索特,1
bespangle,,to decorate with fancy items,镶边,1
bespatter,,to splash all over,溅落,1
besprinkle,,to wet lightly,喷,1
bethink,,to cause oneself to consider,想想,1
bewhisker,,to cover with hair,须须,1
bewray,,to reveal by accident,泄露,1
biodegrade,,to break down naturally,生物降解,1
birdwatch,,to watch and study birds,观鸟,1
blacklead,,to cover with black carbon,黑铅,1
blandish,,to praise using lies,谀,1
blat,,to cry with sadness,布拉特,1
blear,,to make unclear,模糊的,1
blither,,to talk in stupid way,胡言乱语,1
blub,,to cry loudly,球状,1
bodge,,to make a mess of,博吉,1
body guard,,to protect from physical harm,保镖,1
bootlick,,to try to gain favor,拍马屁,1
botch up,,to make a mess of,搞砸了,1
bound off,,to spring from point to point,界限,1
bourgeon,,to produce branches,布尔让,1
bowse,/ˈboʊs/,to pull with a device,鲍瑟,1
brabble,,argue about unimportant things,争论,1
brandmark,,to mark,品牌标志,1
braze,,to combine with metal,钎焊,1
breastfeed,/ˈbɹɛstfid/,to feed a baby from a woman,母乳喂养,1
brisken,,to start moving quickly,布里斯肯,1
broider,,to decorate with thread,刺绣者,1
bruit,,to spread unproven information,杂音,1
brush down,,a spoken punishment,刷下来,1
bullyrag,,being mean towards,布利拉格,1
bur,/ˈbɝ/,to remove a piece that sticks,布尔,1
burke,/ˈbɝk/,murder without a trace on the body,伯克,2
calcify,/ˈkæɫsəˌfaɪ/,to become stable,钙化,1
calcine,,to heat a substance,煅烧,1
calligraph,,to write in a beautiful style,书法,1
calliper,,,卡尺,1
calumniate,,to attack one's reputation,诽谤,1
camphorate,,treat with a white substance,樟脑酸盐,1
canalize,,to make a water passage,开渠,1
cannulate,,introduce a tube into,插管,1
capacitate,,to make legally capable,赋予能力,1
caracole,,to make a half turn on a horse,卡拉科尔,1
carbonise,,to turn into a chemical element,碳化,1
carbonize,/ˈkɑɹbəˌnaɪz/,to turn into carbon,碳化,1
carboxylate,,a science term,羧酸盐,1
cark,,to disturb in mind,卡克,1
catalyse,,to change,催化,1
catalyze,/ˈkætəˌɫaɪz/,to change,催化,1
catechise,,examine through questioning,教义问答,1
catechize,,to examine by questioning,教义问答,1
catenate,,to arrange in a series,链状,1
cathect,,to fill with energy,贯注,1
catheterize,,put this tube into a body part,导尿,1
cense,,a good smelling liquid,香,1
cerebrate,,use the mind to make decisions,有脑的,1
chaffer,,to have long arguments,钱袋子,1
cheerlead,,to give moral support,啦啦队,1
cheque,/ˈtʃɛk/,to withdraw money,查看,4
chevy,"/ˈʃɛˌvi/, /ˈtʃɛˌvi/",to bother regularly,雪佛兰,2
chitter,/ˈtʃɪtɝ/,make high sounds,叽叽喳喳,1
chivy,,to trouble constantly,烦扰,1
chondrify,,to become a flexible material,软骨化,1
chouse,,to defeat one through trick,乔斯,1
cicatrise,,form a mark,疤痕,1
cicatrize,,to form a mark on the skin,疤痕化,1
circularize,/ˈsɝkjəɫɝˌaɪz/,to question by distributing letters,圆化,1
circumfuse,,to spread something,环熔丝,1
circumvallate,,to surround with walls,包围,1
circumvolve,,to cause to turn,绕圈,1
claver,,to talk in a social way,克拉弗,1
clitter,,to make a sharp noise,杂乱,1
cloy,/ˈkɫɔɪ/,to supply or feed to excess,克洛伊,1
co-author,,,共同作者,1
cognize,,to possess knowledge about,认知,1
coiffe,/ˈkɔɪf/,to arrange to be attractive,头发,1
collateralize,/kəˈɫætɝəˌɫaɪz/,promise as compensation,抵押,1
collectivize,/kəˈɫɛktɪˌvaɪz/,a business term,集体化,1
colligate,,to make a logical connection,综合,1
collimate,,to make or place parallel,准直,1
colly,/ˈkɑɫi/,to make dirty,科利,1
combust,/kəmˈbəst/,cause to become angry,燃烧,2
comminute,,to reduce to small pieces,粉碎,1
communize,/ˈkɑmjəˌnaɪz/,to bring under state control,社区化,1
commutate,/ˌkɑmjəˈteɪt/,to reverse the direction of,换向,1
complect,,to be connected inside,编造,1
concatenate,/kənˈkætəˌneɪt/,to combine two strings,连接,1
concentre,,to bring into focus,集中中心,1
condole,,to show one is sorry for one,吊丧,1
conduce,,to make something possible,有助于,1
confabulate,,replace fact with imagination,摆龙门阵,1
conflate,/kənˈfɫeɪt/,mix together various elements,合并,1
congest,/kənˈdʒɛst/,to become blocked,拥堵,1
conglobe,,to assume a round mass,康格洛布,1
conn,/ˈkɑn/,to direct a ship or plane,康涅狄格州,2
constipate,/ˈkɑnstəˌpeɪt/,to stop from passing waste,便秘,1
contemn,/ˌkənˈtɛm/,look down on,蔑视,1
contemporise,,set events to happen together,当代化,1
contemporize,,set events to happen together,当代化,1
contradistinguish,,to find the differences,对照,1
contraindicate,,to advise against,禁忌,1
contuse,,to hurt soft tissue or bone,挫伤,1
convect,,to spread hot air,对流,1
conventionalize,,to represent in a common style,俗化,1
convolute,/ˈkɑnvəˌɫut/,rolled upon itself,回旋,1
convolve,,to twist together,卷积,1
coquet,,to be playfully sexual,卖弄风情,1
corrugate,/ˈkɔɹəˌɡeɪt/,to fold,波纹,1
coruscate,,to reflect brightly,焕发,1
cosponsor,/ˌkoʊˈspɔnsɝ/,to sponsor together,共同发起人,1
countermine,,to destroy property,反地雷,1
counterpose,,to place in opposition,对立,1
counterstrike,/ˈkaʊntɝˌstɹaɪk/,to attack in return,反恐精英,1
countervail,/ˈkaʊntɝˌveɪɫ/,to oppose the effects of,抵销,1
cozen,,to trick,科森,1
cranch,,to press with a noise,克兰奇,1
craunch,,to press with a noise,蹲起,1
crenelate,/ˈkɹɛnəˌɫeɪt/,to supply a protecting wall,锯齿形,1
crenellate,,to supply with part of a wall,锯齿形,1
criminate,,to criticize formally,定罪,1
crispen,/ˈkɹɪspən/,to make dry with heat,弄脆,1
crump,/ˈkɹəmp/,to make a loud engine noise,皱缩,1
crystalize,,to cause to take on a shape,结晶,1
cumber,/ˈkəmbɝ/,to restrict movement,阻碍,1
cypher,/ˈsaɪfɝ/,to convert into code,暗号,2
debouch,,to march out into open ground,德布什,1
decaffeinate,/diˈkæfəˌneɪt/,to remove a substance from,脱咖啡因,1
decalcify,,to remove a substance from,脱钙,1
decerebrate,,a medical term,去大脑,1
decimalise,,to change to a base ten system,十进制化,1
decimalize,,a mathematics term,十进制化,1
declutch,,to change gears in a car,脱开,1
decoct,,to be cooked to remove liquid,煎,1
decolonise,,to give independence,非殖民化,1
decolonize,,to grant freedom to,去殖民化,1
decouple,/diˈkəpəɫ/,to disconnect or separate,解耦,1
decrypt,,convert code into simple form,解密,1
decussate,,to cross and form a cross,交叉,1
dedifferentiate,,to lose the form or function,去分化,1
defang,,to remove sharp teeth from,德芳,1
defenestrate,,to throw out of the window,开窗,1
defibrinate,,a medical term,去纤维蛋白,1
deglaze,,to add liquid and stir,脱釉,1
degrease,,to remove oil from,脱脂,1
dehumidify,/dihjuˈmɪdəfaɪ/,to make more dry,除湿,1
deionize,,a science term,去离子化,1
delimitate,,to determine the nature of,划定界限,1
deliquesce,,to disappear,潮解,1
demagnetise,,to remove data from,消磁,1
demagnetize,,to remove data from,消磁,1
dematerialize,,to disappear,非物质化,1
demineralize,,to remove the salts from,脱矿质,1
demonetize,,to take away payment value,取消货币化,1
demonise,,to make into an evil being,妖魔化,1
demonize,/ˈdiməˌnaɪz/,make into an evil spirit,妖魔化,1
demythologize,,to remove invented elements,去神话化,1
denature,/dɪˈneɪtʃɝ/,to make unfit for use,变性,1
deoxygenate,,to remove a gas from water,去氧,1
depersonalize,"/diˈpɝsənəˌɫaɪz/, /diˈpɝsnəˌɫaɪz/",to present as an object,去人格化,1
depolarize,,to bring together,去极化,1
depone,,to make a formal statement,德波内,1
deprave,/diˈpɹeɪv/,to cause to become bad,堕落,1
derange,/dɪˈɹeɪndʒ/,throw out of mental balance,混乱,1
desacralize,,transfer from church to state,去神圣化,1
desiccate,/ˈdɛsəkeɪt/,lacking life or spirit,干燥,1
desquamate,,to come off in small pieces,脱皮,1
destine,,to design,注定,1
destruct,/dɪˈstɹəkt/,to do away with,破坏,2
desulphurize,,to remove a substance from,脱硫,1
devein,,to remove a blood vessel,去静脉,1
devitalize,,to remove life or energy from,失去活力,1
dialyse,,to separate by cleaning blood,透析,1
dialyze,,to separate by cleaning blood,透析,1
digitalise,,to put into digital form,数字化,1
digitalize,,give a substance to a patient,数字化,1
dilapidate,/dəˈɫæpəˌdeɪt/,to ruin by abuse,破坏,1
dingdong,,to make a sound like a bell,叮咚,1
diphthongize,,a linguistics term,双元音化,1
disaffect,/ˌdɪsəˈfɛkt/,to cause one to hate,不满,1
disambiguate,,to remove confusion from,消除歧义,1
discase,,to take off one's clothes,疾病,1
discombobulate,/ˌdɪskəmˈbɔbjuɫeɪt/,to cause to be confused,混乱,1
discommode,,to cause trouble,不方便,1
discompose,,to disturb or upset,惊,1
discountenance,,look on without favor,折扣,1
disembarrass,,to free from,解除尴尬,1
disembody,/dɪsɪˈbɑdi/,to free from a physical form,脱离身体,1
disenable,,to make unable to perform,禁用,1
disenchant,,to free from a magic spell,祛魅,1
disencumber,,to release from difficulty,解除负担,1
disfranchise,,to remove voting rights,剥夺特许权,1
disgruntle,,to put into a bad mood,不满,1
dishevel,/dɪˈʃɛvəɫ/,to make out of order,凌乱的,1
disincarnate,,to remove the real nature of,转世,1
disincline,/ˌdɪsɪnˈkɫaɪn/,to make not willing,不喜欢,1
disjoin,,to separate,脱节,1
disjoint,/dɪsˈdʒɔɪnt/,to make separated,不相交的,1
disoblige,,to cause trouble,禁止,1
dispirit,,to lower someone's spirits,沮丧,1
disport,,to pleasantly entertain,玩耍,1
dissever,,to separate into parts,争论,1
dissimulate,,to hide feelings from others,掩饰,1
distrain,,to take a thing instead of pay,扣押,1
dogmatise,,to state very strongly,教条化,1
dogmatize,,to speak with certainty,教条化,1
domineer,/ˌdɑməˈnɪɹ/,to rule or exercise power over,霸道,1
draggle,,to make wet and dirty,落后,1
drub,/ˈdɹəb/,to beat completely in a fight,德鲁布,1
ebonise,,to color black,乌木色,1
ebonize,,to make black,乌木化,1
editorialize,/ˌɛdəˈtɔɹiəˌɫaɪz/,to put opinions into a report,社论,1
educe,,to arrive at or interpret,引出,1
eff,,to have sexual relation with,有效值,1
effervesce,,to become bubbly,冒泡,1
